Date,^GSPC
2017-02-28,2363.639892578125
2017-03-01,2395.9599609375
2017-03-02,2381.919921875
2017-03-03,2383.1201171875
2017-03-06,2375.31005859375
2017-03-07,2368.389892578125
2017-03-08,2362.97998046875
2017-03-09,2364.8701171875
2017-03-10,2372.60009765625
2017-03-13,2373.469970703125
2017-03-14,2365.449951171875
2017-03-15,2385.260009765625
2017-03-16,2381.3798828125
2017-03-17,2378.25
2017-03-20,2373.469970703125
2017-03-21,2344.02001953125
2017-03-22,2348.449951171875
2017-03-23,2345.9599609375
2017-03-24,2343.97998046875
2017-03-27,2341.590087890625
2017-03-28,2358.570068359375
2017-03-29,2361.1298828125
2017-03-30,2368.06005859375
2017-03-31,2362.719970703125
2017-04-03,2358.840087890625
2017-04-04,2360.159912109375
2017-04-05,2352.949951171875
2017-04-06,2357.489990234375
2017-04-07,2355.5400390625
2017-04-10,2357.159912109375
2017-04-11,2353.780029296875
2017-04-12,2344.929931640625
2017-04-13,2328.949951171875
2017-04-17,2349.010009765625
2017-04-18,2342.18994140625
2017-04-19,2338.169921875
2017-04-20,2355.840087890625
2017-04-21,2348.68994140625
2017-04-24,2374.14990234375
2017-04-25,2388.610107421875
2017-04-26,2387.449951171875
2017-04-27,2388.77001953125
2017-04-28,2384.199951171875
2017-05-01,2388.330078125
2017-05-02,2391.169921875
2017-05-03,2388.1298828125
2017-05-04,2389.52001953125
2017-05-05,2399.2900390625
2017-05-08,2399.3798828125
2017-05-09,2396.919921875
2017-05-10,2399.6298828125
2017-05-11,2394.43994140625
2017-05-12,2390.89990234375
2017-05-15,2402.320068359375
2017-05-16,2400.669921875
2017-05-17,2357.030029296875
2017-05-18,2365.719970703125
2017-05-19,2381.72998046875
2017-05-22,2394.02001953125
2017-05-23,2398.419921875
2017-05-24,2404.389892578125
2017-05-25,2415.070068359375
2017-05-26,2415.820068359375
2017-05-30,2412.909912109375
2017-05-31,2411.800048828125
2017-06-01,2430.06005859375
2017-06-02,2439.070068359375
2017-06-05,2436.10009765625
2017-06-06,2429.330078125
2017-06-07,2433.139892578125
2017-06-08,2433.7900390625
2017-06-09,2431.77001953125
2017-06-12,2429.389892578125
2017-06-13,2440.35009765625
2017-06-14,2437.919921875
2017-06-15,2432.4599609375
2017-06-16,2433.14990234375
2017-06-19,2453.4599609375
2017-06-20,2437.030029296875
2017-06-21,2435.610107421875
2017-06-22,2434.5
2017-06-23,2438.300048828125
2017-06-26,2439.070068359375
2017-06-27,2419.3798828125
2017-06-28,2440.68994140625
2017-06-29,2419.699951171875
2017-06-30,2423.409912109375
2017-07-03,2429.010009765625
2017-07-05,2432.5400390625
2017-07-06,2409.75
2017-07-07,2425.179931640625
2017-07-10,2427.429931640625
2017-07-11,2425.530029296875
2017-07-12,2443.25
2017-07-13,2447.830078125
2017-07-14,2459.27001953125
2017-07-17,2459.139892578125
2017-07-18,2460.610107421875
2017-07-19,2473.830078125
2017-07-20,2473.449951171875
2017-07-21,2472.5400390625
2017-07-24,2469.909912109375
2017-07-25,2477.1298828125
2017-07-26,2477.830078125
2017-07-27,2475.419921875
2017-07-28,2472.10009765625
2017-07-31,2470.300048828125
2017-08-01,2476.35009765625
2017-08-02,2477.570068359375
2017-08-03,2472.159912109375
2017-08-04,2476.830078125
2017-08-07,2480.909912109375
2017-08-08,2474.919921875
2017-08-09,2474.02001953125
2017-08-10,2438.2099609375
2017-08-11,2441.320068359375
2017-08-14,2465.840087890625
2017-08-15,2464.610107421875
2017-08-16,2468.110107421875
2017-08-17,2430.010009765625
2017-08-18,2425.550048828125
2017-08-21,2428.3701171875
2017-08-22,2452.510009765625
2017-08-23,2444.0400390625
2017-08-24,2438.969970703125
2017-08-25,2443.050048828125
2017-08-28,2444.239990234375
2017-08-29,2446.300048828125
2017-08-30,2457.590087890625
2017-08-31,2471.64990234375
2017-09-01,2476.550048828125
2017-09-05,2457.85009765625
2017-09-06,2465.5400390625
2017-09-07,2465.10009765625
2017-09-08,2461.429931640625
2017-09-11,2488.110107421875
2017-09-12,2496.47998046875
2017-09-13,2498.3701171875
2017-09-14,2495.6201171875
2017-09-15,2500.22998046875
2017-09-18,2503.8701171875
2017-09-19,2506.64990234375
2017-09-20,2508.239990234375
2017-09-21,2500.60009765625
2017-09-22,2502.219970703125
2017-09-25,2496.659912109375
2017-09-26,2496.840087890625
2017-09-27,2507.0400390625
2017-09-28,2510.06005859375
2017-09-29,2519.360107421875
2017-10-02,2529.1201171875
2017-10-03,2534.580078125
2017-10-04,2537.739990234375
2017-10-05,2552.070068359375
2017-10-06,2549.330078125
2017-10-09,2544.72998046875
2017-10-10,2550.639892578125
2017-10-11,2555.239990234375
2017-10-12,2550.929931640625
2017-10-13,2553.169921875
2017-10-16,2557.639892578125
2017-10-17,2559.360107421875
2017-10-18,2561.260009765625
2017-10-19,2562.10009765625
2017-10-20,2575.2099609375
2017-10-23,2564.97998046875
2017-10-24,2569.1298828125
2017-10-25,2557.14990234375
2017-10-26,2560.39990234375
2017-10-27,2581.070068359375
2017-10-30,2572.830078125
2017-10-31,2575.260009765625
2017-11-01,2579.360107421875
2017-11-02,2579.85009765625
2017-11-03,2587.840087890625
2017-11-06,2591.1298828125
2017-11-07,2590.639892578125
2017-11-08,2594.3798828125
2017-11-09,2584.6201171875
2017-11-10,2582.300048828125
2017-11-13,2584.840087890625
2017-11-14,2578.8701171875
2017-11-15,2564.6201171875
2017-11-16,2585.639892578125
2017-11-17,2578.85009765625
2017-11-20,2582.139892578125
2017-11-21,2599.030029296875
2017-11-22,2597.080078125
2017-11-24,2602.419921875
2017-11-27,2601.419921875
2017-11-28,2627.0400390625
2017-11-29,2626.070068359375
2017-11-30,2647.580078125
2017-12-01,2642.219970703125
2017-12-04,2639.43994140625
2017-12-05,2629.570068359375
2017-12-06,2629.27001953125
2017-12-07,2636.97998046875
2017-12-08,2651.5
2017-12-11,2659.989990234375
2017-12-12,2664.110107421875
2017-12-13,2662.85009765625
2017-12-14,2652.010009765625
2017-12-15,2675.81005859375
2017-12-18,2690.159912109375
2017-12-19,2681.469970703125
2017-12-20,2679.25
2017-12-21,2684.570068359375
2017-12-22,2683.340087890625
2017-12-26,2680.5
2017-12-27,2682.6201171875
2017-12-28,2687.5400390625
2017-12-29,2673.610107421875
2018-01-02,2695.81005859375
2018-01-03,2713.06005859375
2018-01-04,2723.989990234375
2018-01-05,2743.14990234375
2018-01-08,2747.7099609375
2018-01-09,2751.2900390625
2018-01-10,2748.22998046875
2018-01-11,2767.56005859375
2018-01-12,2786.239990234375
2018-01-16,2776.419921875
2018-01-17,2802.56005859375
2018-01-18,2798.030029296875
2018-01-19,2810.300048828125
2018-01-22,2832.969970703125
2018-01-23,2839.1298828125
2018-01-24,2837.5400390625
2018-01-25,2839.25
2018-01-26,2872.8701171875
2018-01-29,2853.530029296875
2018-01-30,2822.429931640625
2018-01-31,2823.81005859375
2018-02-01,2821.97998046875
2018-02-02,2762.1298828125
2018-02-05,2648.93994140625
2018-02-06,2695.139892578125
2018-02-07,2681.659912109375
2018-02-08,2581.0
2018-02-09,2619.550048828125
2018-02-12,2656.0
2018-02-13,2662.93994140625
2018-02-14,2698.6298828125
2018-02-15,2731.199951171875
2018-02-16,2732.219970703125
2018-02-20,2716.260009765625
2018-02-21,2701.330078125
2018-02-22,2703.9599609375
2018-02-23,2747.300048828125
2018-02-26,2779.60009765625
2018-02-27,2744.280029296875
2018-02-28,2713.830078125
2018-03-01,2677.669921875
